"filename", "language", "Go", "Markdown", "JSON", "YAML", "Log", "Django HTML", "JavaScript", "PostCSS", "TypeScript", "JSON with Comments", "SCSS", "TypeScript JSX", "Svelte", "XML", "comment", "blank", "total"
"/home/danny/projects/mei/frontend/src/components/tiptap-icons/heading-four-icon.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 3, 29
"/home/danny/projects/mei/frontend/src/components/tiptap-icons/heading-one-icon.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 3, 29
"/home/danny/projects/mei/frontend/src/components/tiptap-icons/heading-six-icon.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 3, 31
"/home/danny/projects/mei/frontend/src/components/tiptap-icons/heading-three-icon.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 3, 37
"/home/danny/projects/mei/frontend/src/components/tiptap-icons/heading-two-icon.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 3, 29
"/home/danny/projects/mei/frontend/src/components/tiptap-ui-primitive/badge/badge-colors.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 340, 0, 0, 0, 35, 21, 396
"/home/danny/projects/mei/frontend/src/components/tiptap-ui-primitive/badge/badge-group.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 3, 17
"/home/danny/projects/mei/frontend/src/components/tiptap-ui-primitive/badge/badge.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 9, 14, 100
"/home/danny/projects/mei/frontend/src/components/tiptap-ui-primitive/badge/badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 6, 47
"/home/danny/projects/mei/frontend/src/components/tiptap-ui-primitive/badge/index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/home/danny/projects/mei/frontend/src/components/tiptap-ui-primitive/button/button-colors.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 302, 0, 0, 0, 81, 47, 430
"/home/danny/projects/mei/frontend/src/components/tiptap-ui-primitive/button/button-group.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 4, 23
"/home/danny/projects/mei/frontend/src/components/tiptap-ui-primitive/button/button.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 0, 0, 20, 57, 315
"/home/danny/projects/mei/frontend/src/components/tiptap-ui-primitive/button/button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 2, 13, 115
"/home/danny/projects/mei/frontend/src/components/tiptap-ui-primitive/button/index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/home/danny/projects/mei/frontend/src/components/tiptap-ui-primitive/tooltip/index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2
"/home/danny/projects/mei/frontend/src/components/tiptap-ui-primitive/tooltip/tooltip.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 4, 44
"/home/danny/projects/mei/frontend/src/components/tiptap-ui-primitive/tooltip/tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 201, 0, 0, 0, 29, 230
"/home/danny/projects/mei/frontend/src/components/tiptap-ui/heading-button/heading-button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 15, 11, 129
"/home/danny/projects/mei/frontend/src/components/tiptap-ui/heading-button/index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 3
"/home/danny/projects/mei/frontend/src/components/tiptap-ui/heading-button/use-heading.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 79, 47, 314
"/home/danny/projects/mei/frontend/src/lib/assets/favicon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/danny/projects/mei/frontend/src/lib/components/Editor.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 8
"/home/danny/projects/mei/frontend/src/lib/components/Search.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 14, 94
"/home/danny/projects/mei/frontend/src/lib/components/top-bar.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 2, 38
"/home/danny/projects/mei/frontend/src/lib/components/ui/accordion/accordion-content.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 3, 23
"/home/danny/projects/mei/frontend/src/lib/components/ui/accordion/accordion-item.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 3, 18
"/home/danny/projects/mei/frontend/src/lib/components/ui/accordion/accordion-trigger.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 3, 33
"/home/danny/projects/mei/frontend/src/lib/components/ui/accordion/accordion.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 3, 17
"/home/danny/projects/mei/frontend/src/lib/components/ui/accordion/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 2, 17
"/home/danny/projects/mei/frontend/src/lib/components/ui/alert-dialog/alert-dialog-action.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 3, 19
"/home/danny/projects/mei/frontend/src/lib/components/ui/alert-dialog/alert-dialog-cancel.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 3, 19
"/home/danny/projects/mei/frontend/src/lib/components/ui/alert-dialog/alert-dialog-content.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 3, 28
"/home/danny/projects/mei/frontend/src/lib/components/ui/alert-dialog/alert-dialog-description.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 3, 18
"/home/danny/projects/mei/frontend/src/lib/components/ui/alert-dialog/alert-dialog-footer.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 3, 21
"/home/danny/projects/mei/frontend/src/lib/components/ui/alert-dialog/alert-dialog-header.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 3, 21
"/home/danny/projects/mei/frontend/src/lib/components/ui/alert-dialog/alert-dialog-overlay.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 3, 21
"/home/danny/projects/mei/frontend/src/lib/components/ui/alert-dialog/alert-dialog-title.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 3, 18
"/home/danny/projects/mei/frontend/src/lib/components/ui/alert-dialog/alert-dialog-trigger.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 3, 8
"/home/danny/projects/mei/frontend/src/lib/components/ui/alert-dialog/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 1, 3, 40
"/home/danny/projects/mei/frontend/src/lib/components/ui/alert/alert-description.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 3, 24
"/home/danny/projects/mei/frontend/src/lib/components/ui/alert/alert-title.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 3, 21
"/home/danny/projects/mei/frontend/src/lib/components/ui/alert/alert.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 6, 45
"/home/danny/projects/mei/frontend/src/lib/components/ui/alert/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 2, 15
"/home/danny/projects/mei/frontend/src/lib/components/ui/aspect-ratio/aspect-ratio.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 3, 8
"/home/danny/projects/mei/frontend/src/lib/components/ui/aspect-ratio/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4
"/home/danny/projects/mei/frontend/src/lib/components/ui/avatar/avatar-fallback.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 3, 18
"/home/danny/projects/mei/frontend/src/lib/components/ui/avatar/avatar-image.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 3, 18
"/home/danny/projects/mei/frontend/src/lib/components/ui/avatar/avatar.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 3, 20
"/home/danny/projects/mei/frontend/src/lib/components/ui/avatar/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 2, 14
